"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","ENVCAUSE (CODE)","ENVCAUSE (DISPLAY)","ENVCAUSE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","NOR","Norway","","BTSX","Both sexes","","ENVCAUSE000","Total","","19[ 12–27]","18.67412","12.30900","27.08198","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","NOR","Norway","","MLE","Male","","ENVCAUSE000","Total","","19[ 13–26]","18.71307","12.79481","25.72685","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","FMLE","Female","","ENVCAUSE000","Total","","122[ 111–132]","122.32555","111.18076","132.35945","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","31[ 25–36]","30.87026","24.88458","35.98804","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","PAK","Pakistan","","MLE","Male","","ENVCAUSE000","Total","","128[ 112–143]","127.64423","111.52316","143.02817","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","PAK","Pakistan","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","11[ 9–13]","11.25604","8.99620","13.30252","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PAN","Panama","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","5[ 2–8]","4.76127","2.10026","7.77447","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PER","Peru","","FMLE","Female","","ENVCAUSE000","Total","","56[ 46–66]","55.78870","45.83677","65.74998","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","POL","Poland","","BTSX","Both sexes","","ENVCAUSE000","Total","","76[ 61–92]","76.30011","60.64437","92.21938","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","POL","Poland","","MLE","Male","","ENVCAUSE000","Total","","83[ 70–97]","83.21289","69.71235","96.79996","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","PRK","Democratic People's Republic of Korea","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","72[ 54–86]","71.76842","54.15069","85.91573","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","PRK","Democratic People's Republic of Korea","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","64[ 36–86]","64.32938","35.52097","85.58193","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ROU","Romania","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","7[ 3–12]","6.64641","2.88172","12.42616","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","RUS","Russian Federation","","BTSX","Both sexes","","ENVCAUSE000","Total","","86[ 68–109]","85.92071","67.81712","108.96349","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","RUS","Russian Federation","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","5[ 2–8]","4.94136","2.28080","8.22869","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","RWA","Rwanda","","FMLE","Female","","ENVCAUSE000","Total","","60[ 54–64]","59.62769","54.34838","64.08515","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","SGP","Singapore","","BTSX","Both sexes","","ENVCAUSE000","Total","","39[ 30–51]","39.32656","29.64552","50.63519","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","SGP","Singapore","","MLE","Male","","ENVCAUSE000","Total","","45[ 35–57]","45.09032","35.28583","56.59473","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","SLB","Solomon Islands","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","10[ 6–12]","9.52305","5.60003","12.26869","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","SLB","Solomon Islands","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","13[ 6–18]","12.69491","5.59901","17.87094","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","SOM","Somalia","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","4[ 3–5]","4.11385","3.32238","4.66876","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SRB","Serbia","","BTSX","Both sexes","","ENVCAUSE000","Total","","122[ 83–166]","121.52152","83.49920","165.63327","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SSD","South Sudan","","FMLE","Female","","ENVCAUSE000","Total","","109[ 98–118]","109.26395","98.20400","118.19759","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SSD","South Sudan","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","6[ 4–7]","5.53587","4.13969","6.52190","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SVN","Slovenia","","MLE","Male","","ENVCAUSE000","Total","","55[ 42–74]","54.73005","42.34182","73.77363","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SVN","Slovenia","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","5[ 2–8]","4.63093","2.28773","7.65291","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SWE","Sweden","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","2[ 0–6]","2.43732","0.39345","5.74140","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SWE","Sweden","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","2[ 0–5]","2.18491","0.35270","5.14682","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TCD","Chad","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","8[ 6–9]","7.61770","6.30496","8.57993","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TGO","Togo","","BTSX","Both sexes","","ENVCAUSE000","Total","","115[ 104–125]","114.85420","104.08393","124.55685","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TGO","Togo","","MLE","Male","","ENVCAUSE000","Total","","120[ 108–131]","119.64735","107.96449","130.80765","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","THA","Thailand","","FMLE","Female","","ENVCAUSE000","Total","","71[ 53–91]","71.41085","52.93693","90.73179","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","THA","Thailand","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","14[ 9–20]","14.29635","9.03045","20.00733","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","TON","Tonga","","MLE","Male","","ENVCAUSE000","Total","","68[ 48–85]","67.81313","47.90670","85.32849","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","6[ 4–8]","5.74033","3.65220","7.75234","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","TTO","Trinidad and Tobago","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","4[ 2–7]","4.38669","2.31277","6.84711","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","TUN","Tunisia","","FMLE","Female","","ENVCAUSE000","Total","","47[ 40–55]","47.18497","40.20412","55.46209","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","BTSX","Both sexes","","ENVCAUSE000","Total","","74[ 66–80]","73.88557","66.46964","80.22897","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","MLE","Male","","ENVCAUSE000","Total","","72[ 64–78]","71.83114","63.99440","78.43696","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","UKR","Ukraine","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","5[ 3–9]","5.41954","2.72783","8.56516","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","UKR","Ukraine","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","8[ 4–13]","8.07183","3.99054","12.91671","","",""
